comment_id,content_id,comment_text,created_at
CM010362,C02179,Finally someone put this feeling into words.,2026-07-17 07:00:00
CM010363,C00253,What app did you use to make this?,2026-04-03 17:00:00
CM010364,C01425,I had not thought about it this way.,2026-08-23 22:00:00
CM010365,C02730,Needed this reminder today.,2026-07-09 00:00:00
CM010366,C01190,Where can I find more information?,2026-04-16 04:00:00
CM010367,C02171,Good point.,2026-06-27 02:00:00
CM010368,C04291,This topic is worth discussing.,2026-08-28 06:00:00
CM010369,C02529,I saved this because it explains how I feel.,2026-06-10 21:00:00
CM010370,C04347,I saved this because it explains how I feel.,2026-02-19 19:00:00
CM010371,C02687,Where can I find more information?,2026-08-15 17:00:00
CM010372,C04223,I had not thought about it this way.,2026-07-04 10:00:00
CM010373,C03969,Where can I find more information?,2026-06-10 10:00:00
CM010374,C00478,Nice explanation.,2026-05-07 07:00:00
CM010375,C03309,I thought I was the only one dealing with this.,2026-06-25 04:00:00
CM010376,C01999,What app did you use to make this?,2026-05-12 16:00:00
CM010377,C00147,Where can I find more information?,2026-05-05 01:00:00
CM010378,C02074,"This is so relatable, thank you for saying it.",2026-08-08 22:00:00
CM010379,C03390,This topic is worth discussing.,2026-04-14 09:00:00
CM010380,C00336,You described my situation perfectly.,2026-08-20 02:00:00
CM010381,C03421,Good point.,2026-01-18 02:00:00
CM010382,C03224,What app did you use to make this?,2026-01-01 14:00:00
CM010383,C00394,The editing is clean.,2026-03-01 22:00:00
CM010384,C00174,Finally someone put this feeling into words.,2026-02-27 12:00:00
CM010385,C00363,Thanks for sharing.,2026-04-29 06:00:00
CM010386,C00616,This topic is worth discussing.,2026-03-13 02:00:00
CM010387,C01934,Thanks for sharing.,2026-02-26 08:00:00
CM010388,C02548,"This is so relatable, thank you for saying it.",2026-04-24 21:00:00
CM010389,C02796,Where can I find more information?,2026-05-10 03:00:00
CM010390,C04599,I had not thought about it this way.,2026-05-24 06:00:00
CM010391,C01981,How long is the full video?,2026-04-11 08:00:00
CM010392,C00465,Where can I find more information?,2026-07-26 01:00:00
CM010393,C00114,Where can I find more information?,2026-03-14 15:00:00
CM010394,C01477,This is exactly what I needed to hear today.,2026-08-28 04:00:00
CM010395,C02349,Thanks for sharing.,2026-07-03 00:00:00
CM010396,C00255,The editing is clean.,2026-04-21 23:00:00
CM010397,C02747,I thought I was the only one dealing with this.,2026-06-07 02:00:00
CM010398,C03604,What app did you use to make this?,2026-03-18 05:00:00
CM010399,C02273,I thought I was the only one dealing with this.,2026-06-25 02:00:00
CM010400,C04077,This advice did not help me.,2026-07-04 01:00:00
CM010401,C02838,I don't agree with this.,2026-06-03 04:00:00
CM010402,C00493,This advice did not help me.,2026-06-20 14:00:00
CM010403,C03021,This made me feel understood.,2026-02-11 23:00:00
CM010404,C00270,Good point.,2026-01-30 00:00:00
CM010405,C01080,Finally someone put this feeling into words.,2026-01-24 15:00:00
CM010406,C03754,I thought I was the only one dealing with this.,2026-06-06 17:00:00
CM010407,C04918,Finally someone put this feeling into words.,2026-05-06 17:00:00
CM010408,C00179,How long is the full video?,2026-07-21 12:00:00
CM010409,C02934,I saved this because it explains how I feel.,2026-03-25 10:00:00
CM010410,C01604,"This is so relatable, thank you for saying it.",2026-01-18 04:00:00
CM010411,C01849,The editing is clean.,2026-06-09 12:00:00
CM010412,C00174,What app did you use to make this?,2026-05-12 19:00:00
CM010413,C00845,This is exactly what I needed to hear today.,2026-01-09 07:00:00
CM010414,C04925,I thought I was the only one dealing with this.,2026-01-04 23:00:00
CM010415,C04356,This made me feel understood.,2026-06-14 18:00:00
CM010416,C01546,The editing is clean.,2026-03-10 06:00:00
CM010417,C00468,Where can I find more information?,2026-04-12 11:00:00
CM010418,C04328,I thought I was the only one dealing with this.,2026-01-13 14:00:00
CM010419,C01328,Good point.,2026-08-10 15:00:00
CM010420,C00335,"This is so relatable, thank you for saying it.",2026-08-23 03:00:00
CM010421,C00300,This is painfully accurate but helpful.,2026-04-15 02:00:00
CM010422,C02076,I saved this because it explains how I feel.,2026-05-27 01:00:00
CM010423,C01730,Thanks for sharing.,2026-02-16 08:00:00
CM010424,C03323,I found this confusing.,2026-08-29 12:00:00
CM010425,C02605,I thought I was the only one dealing with this.,2026-08-23 14:00:00
CM010426,C03378,This topic is worth discussing.,2026-08-02 19:00:00
CM010427,C00654,How long is the full video?,2026-03-07 09:00:00
CM010428,C02948,Thanks for sharing.,2026-04-08 12:00:00
CM010429,C02887,I saved this because it explains how I feel.,2026-04-16 22:00:00
CM010430,C01244,This is painfully accurate but helpful.,2026-05-06 12:00:00
CM010431,C03880,I saved this because it explains how I feel.,2026-02-26 21:00:00
CM010432,C02354,This advice did not help me.,2026-06-22 22:00:00
CM010433,C02682,I don't agree with this.,2026-03-26 22:00:00
CM010434,C00336,This is exactly what I needed to hear today.,2026-02-23 04:00:00
CM010435,C02118,I had not thought about it this way.,2026-04-03 10:00:00
CM010436,C02156,Finally someone put this feeling into words.,2026-01-15 21:00:00
CM010437,C04290,This made me feel understood.,2026-01-29 02:00:00
CM010438,C02958,"This is so relatable, thank you for saying it.",2026-07-24 02:00:00
CM010439,C04601,Finally someone put this feeling into words.,2026-04-09 02:00:00
CM010440,C00443,This topic is worth discussing.,2026-05-29 02:00:00
CM010441,C00618,This is painfully accurate but helpful.,2026-02-14 16:00:00
CM010442,C04499,Thanks for sharing.,2026-08-13 21:00:00
CM010443,C03538,I found this confusing.,2026-04-23 05:00:00
CM010444,C03769,Nice explanation.,2026-06-21 03:00:00
CM010445,C02161,Needed this reminder today.,2026-01-20 11:00:00
CM010446,C02455,"This is so relatable, thank you for saying it.",2026-03-09 21:00:00
CM010447,C02007,Not sure this applies to everyone.,2026-07-18 03:00:00
CM010448,C02327,I don't agree with this.,2026-03-06 10:00:00
CM010449,C01917,This topic is worth discussing.,2026-02-12 00:00:00
CM010450,C04248,"This is so relatable, thank you for saying it.",2026-03-23 00:00:00
CM010451,C02920,"This is so relatable, thank you for saying it.",2026-01-02 06:00:00
CM010452,C03323,"This is so relatable, thank you for saying it.",2026-02-15 01:00:00
CM010453,C04105,This made me feel understood.,2026-06-14 00:00:00
CM010454,C00715,Needed this reminder today.,2026-04-28 17:00:00
CM010455,C03454,What app did you use to make this?,2026-01-12 09:00:00
CM010456,C04533,Interesting perspective.,2026-03-04 15:00:00
CM010457,C00789,How long is the full video?,2026-06-26 08:00:00
CM010458,C00068,This feels too generalized.,2026-07-28 10:00:00
CM010459,C04352,Thanks for sharing.,2026-01-31 17:00:00
CM010460,C04473,This made me feel understood.,2026-07-08 18:00:00
CM010461,C04027,Nice explanation.,2026-07-04 03:00:00
CM010462,C02227,"This is so relatable, thank you for saying it.",2026-02-21 07:00:00
CM010463,C03552,I have been struggling with the same thing for months.,2026-06-03 20:00:00
CM010464,C03980,Finally someone put this feeling into words.,2026-05-05 06:00:00
CM010465,C03721,I found this confusing.,2026-08-27 23:00:00
CM010466,C02314,This is painfully accurate but helpful.,2026-08-05 15:00:00
CM010467,C00795,I saved this because it explains how I feel.,2026-06-04 20:00:00
CM010468,C00153,What app did you use to make this?,2026-01-30 21:00:00
CM010469,C04318,I found this confusing.,2026-06-28 20:00:00
CM010470,C01387,This topic is worth discussing.,2026-07-11 17:00:00
CM010471,C00848,You described my situation perfectly.,2026-05-25 13:00:00
CM010472,C01172,Not sure this applies to everyone.,2026-02-28 23:00:00
CM010473,C03478,I thought I was the only one dealing with this.,2026-07-16 15:00:00
CM010474,C04026,I saved this because it explains how I feel.,2026-03-24 19:00:00
CM010475,C00493,This made me feel understood.,2026-07-02 17:00:00
CM010476,C03541,Finally someone put this feeling into words.,2026-05-15 09:00:00
CM010477,C00687,Good point.,2026-04-07 01:00:00
CM010478,C00330,Good point.,2026-07-17 03:00:00
CM010479,C00500,Good point.,2026-03-24 09:00:00
CM010480,C02576,The editing is clean.,2026-02-17 01:00:00
CM010481,C04697,Good point.,2026-08-12 05:00:00
CM010482,C02084,I had not thought about it this way.,2026-08-13 04:00:00
CM010483,C03258,Needed this reminder today.,2026-01-09 19:00:00
CM010484,C04979,This is exactly what I needed to hear today.,2026-04-23 05:00:00
CM010485,C03270,I don't agree with this.,2026-06-11 12:00:00
CM010486,C04988,I saved this because it explains how I feel.,2026-03-19 11:00:00
CM010487,C00597,This is painfully accurate but helpful.,2026-02-02 06:00:00
CM010488,C03545,I have been struggling with the same thing for months.,2026-02-21 21:00:00
CM010489,C00878,Interesting perspective.,2026-08-08 09:00:00
CM010490,C02742,This made me feel understood.,2026-03-18 19:00:00
CM010491,C03208,This is painfully accurate but helpful.,2026-01-20 01:00:00
CM010492,C03299,"This is so relatable, thank you for saying it.",2026-03-18 04:00:00
CM010493,C00922,I have been struggling with the same thing for months.,2026-03-13 08:00:00
CM010494,C02825,I found this confusing.,2026-07-16 10:00:00
CM010495,C02514,This topic is worth discussing.,2026-01-06 14:00:00
CM010496,C04404,This topic is worth discussing.,2026-04-11 02:00:00
CM010497,C01583,I thought I was the only one dealing with this.,2026-07-04 03:00:00
CM010498,C02864,Where can I find more information?,2026-03-20 09:00:00
CM010499,C02610,Interesting perspective.,2026-04-06 23:00:00
CM010500,C00105,Needed this reminder today.,2026-02-07 00:00:00
CM010501,C04322,You described my situation perfectly.,2026-07-21 22:00:00
CM010502,C04287,This is exactly what I needed to hear today.,2026-06-01 10:00:00
CM010503,C02515,This made me feel understood.,2026-05-26 23:00:00
CM010504,C04670,This topic is worth discussing.,2026-04-03 04:00:00
CM010505,C03284,How long is the full video?,2026-02-18 09:00:00
CM010506,C04818,You described my situation perfectly.,2026-07-19 08:00:00
CM010507,C04473,This is painfully accurate but helpful.,2026-03-04 00:00:00
CM010508,C01128,Needed this reminder today.,2026-02-05 18:00:00
CM010509,C03695,Interesting perspective.,2026-03-05 01:00:00
CM010510,C03696,Needed this reminder today.,2026-05-23 02:00:00
CM010511,C01470,I found this confusing.,2026-03-31 18:00:00
CM010512,C02910,This feels too generalized.,2026-01-15 22:00:00
CM010513,C00217,This advice did not help me.,2026-01-02 17:00:00
CM010514,C02708,The editing is clean.,2026-01-31 11:00:00
CM010515,C03596,I had not thought about it this way.,2026-08-14 15:00:00
CM010516,C00120,Good point.,2026-08-26 07:00:00
CM010517,C00275,Finally someone put this feeling into words.,2026-06-02 22:00:00
CM010518,C02682,I had not thought about it this way.,2026-06-19 02:00:00
CM010519,C01703,This topic is worth discussing.,2026-07-18 11:00:00
CM010520,C01633,How long is the full video?,2026-05-07 20:00:00
CM010521,C02498,This is exactly what I needed to hear today.,2026-06-13 00:00:00
CM010522,C03065,This made me feel understood.,2026-01-26 15:00:00
CM010523,C00197,Nice explanation.,2026-01-18 10:00:00
CM010524,C03469,This made me feel understood.,2026-01-04 04:00:00
CM010525,C03638,"This is so relatable, thank you for saying it.",2026-07-28 03:00:00
CM010526,C00558,How long is the full video?,2026-03-04 15:00:00
CM010527,C03153,Good point.,2026-02-06 07:00:00
CM010528,C04769,Not sure this applies to everyone.,2026-04-28 19:00:00
CM010529,C04336,This feels too generalized.,2026-01-17 08:00:00
CM010530,C03621,This is painfully accurate but helpful.,2026-01-19 05:00:00
CM010531,C00660,Good point.,2026-01-28 21:00:00
CM010532,C04004,I saved this because it explains how I feel.,2026-03-28 03:00:00
CM010533,C04548,What app did you use to make this?,2026-02-20 09:00:00
CM010534,C00613,Nice explanation.,2026-03-04 20:00:00
CM010535,C01891,Not sure this applies to everyone.,2026-08-30 12:00:00
CM010536,C02936,Not sure this applies to everyone.,2026-08-12 08:00:00
CM010537,C02297,The editing is clean.,2026-02-09 06:00:00
CM010538,C00748,This is exactly what I needed to hear today.,2026-05-31 14:00:00
CM010539,C01251,Needed this reminder today.,2026-02-26 01:00:00
CM010540,C00724,Where can I find more information?,2026-05-14 20:00:00
CM010541,C01470,You described my situation perfectly.,2026-03-31 07:00:00
CM010542,C01236,I saved this because it explains how I feel.,2026-04-29 01:00:00
CM010543,C01429,This is painfully accurate but helpful.,2026-03-20 14:00:00
CM010544,C03011,This is exactly what I needed to hear today.,2026-02-06 16:00:00
CM010545,C00855,I found this confusing.,2026-01-17 00:00:00
CM010546,C01435,Needed this reminder today.,2026-04-02 21:00:00
CM010547,C03353,I have been struggling with the same thing for months.,2026-03-16 12:00:00
CM010548,C01507,Interesting perspective.,2026-05-28 15:00:00
CM010549,C03255,How long is the full video?,2026-03-23 04:00:00
CM010550,C00856,Interesting perspective.,2026-07-23 20:00:00
CM010551,C00377,This advice did not help me.,2026-04-20 21:00:00
CM010552,C01272,I have been struggling with the same thing for months.,2026-08-20 06:00:00
CM010553,C01373,Finally someone put this feeling into words.,2026-04-29 01:00:00
CM010554,C01283,I saved this because it explains how I feel.,2026-06-12 00:00:00
CM010555,C03855,Not sure this applies to everyone.,2026-05-25 06:00:00
CM010556,C02167,I thought I was the only one dealing with this.,2026-07-02 06:00:00
CM010557,C02231,Interesting perspective.,2026-07-16 06:00:00
CM010558,C01516,How long is the full video?,2026-05-05 10:00:00
CM010559,C00239,I had not thought about it this way.,2026-05-25 12:00:00
CM010560,C04060,Where can I find more information?,2026-02-17 12:00:00
CM010561,C04603,How long is the full video?,2026-04-09 04:00:00
CM010562,C00304,Interesting perspective.,2026-06-15 16:00:00
CM010563,C04667,I thought I was the only one dealing with this.,2026-08-19 12:00:00
CM010564,C02749,This made me feel understood.,2026-06-26 08:00:00
CM010565,C00403,Nice explanation.,2026-06-06 19:00:00
CM010566,C00323,The editing is clean.,2026-02-27 15:00:00
CM010567,C03352,I don't agree with this.,2026-04-30 09:00:00
CM010568,C02727,This is painfully accurate but helpful.,2026-08-04 19:00:00
CM010569,C02083,This is painfully accurate but helpful.,2026-03-17 17:00:00
CM010570,C00946,I had not thought about it this way.,2026-05-04 09:00:00
CM010571,C01636,This made me feel understood.,2026-01-04 01:00:00
CM010572,C00850,Good point.,2026-06-15 22:00:00
CM010573,C02075,I have been struggling with the same thing for months.,2026-04-13 05:00:00
CM010574,C00762,Interesting perspective.,2026-05-07 04:00:00
CM010575,C04860,"This is so relatable, thank you for saying it.",2026-02-04 09:00:00
CM010576,C00364,I saved this because it explains how I feel.,2026-05-20 19:00:00
CM010577,C01019,The editing is clean.,2026-05-12 19:00:00
CM010578,C03268,Nice explanation.,2026-06-28 06:00:00
CM010579,C01965,I found this confusing.,2026-08-14 23:00:00
CM010580,C02474,How long is the full video?,2026-02-24 15:00:00
CM010581,C01633,What app did you use to make this?,2026-07-26 13:00:00
CM010582,C03657,How long is the full video?,2026-07-10 08:00:00
CM010583,C00897,Where can I find more information?,2026-04-08 19:00:00
CM010584,C04776,This feels too generalized.,2026-03-24 12:00:00
CM010585,C04889,This is painfully accurate but helpful.,2026-07-10 02:00:00
CM010586,C03273,What app did you use to make this?,2026-05-16 00:00:00
CM010587,C00891,I thought I was the only one dealing with this.,2026-04-25 02:00:00
CM010588,C00386,I have been struggling with the same thing for months.,2026-05-27 20:00:00
CM010589,C00508,Nice explanation.,2026-04-18 08:00:00
CM010590,C01888,I had not thought about it this way.,2026-08-14 17:00:00
CM010591,C00082,I had not thought about it this way.,2026-06-21 11:00:00
CM010592,C01099,Finally someone put this feeling into words.,2026-02-12 20:00:00
CM010593,C04218,This made me feel understood.,2026-06-22 14:00:00
CM010594,C04730,Interesting perspective.,2026-04-13 18:00:00
CM010595,C01368,How long is the full video?,2026-03-22 23:00:00
CM010596,C01780,You described my situation perfectly.,2026-01-26 15:00:00
CM010597,C04058,I thought I was the only one dealing with this.,2026-04-02 00:00:00
CM010598,C00975,The editing is clean.,2026-04-14 14:00:00
CM010599,C02315,I saved this because it explains how I feel.,2026-08-23 16:00:00
CM010600,C00685,Interesting perspective.,2026-06-26 00:00:00
CM010601,C00130,I had not thought about it this way.,2026-06-07 17:00:00
CM010602,C00338,This made me feel understood.,2026-03-19 01:00:00
CM010603,C00252,Where can I find more information?,2026-04-24 02:00:00
CM010604,C02956,Finally someone put this feeling into words.,2026-06-03 10:00:00
CM010605,C01020,Interesting perspective.,2026-05-23 02:00:00
CM010606,C00389,"This is so relatable, thank you for saying it.",2026-06-29 06:00:00
CM010607,C03542,You described my situation perfectly.,2026-06-08 07:00:00
CM010608,C03884,Nice explanation.,2026-05-13 21:00:00
CM010609,C02258,I saved this because it explains how I feel.,2026-04-06 20:00:00
CM010610,C02532,I don't agree with this.,2026-07-22 11:00:00
CM010611,C00502,This made me feel understood.,2026-01-25 02:00:00
CM010612,C00104,I have been struggling with the same thing for months.,2026-01-16 08:00:00
CM010613,C04249,This advice did not help me.,2026-05-04 13:00:00
CM010614,C03161,I found this confusing.,2026-06-24 00:00:00
CM010615,C03286,"This is so relatable, thank you for saying it.",2026-07-13 06:00:00
CM010616,C01714,Finally someone put this feeling into words.,2026-07-27 17:00:00
CM010617,C00472,I found this confusing.,2026-07-15 01:00:00
CM010618,C04450,This is painfully accurate but helpful.,2026-07-03 20:00:00
CM010619,C04496,Where can I find more information?,2026-07-31 08:00:00
CM010620,C02269,I had not thought about it this way.,2026-04-09 22:00:00
CM010621,C02696,Good point.,2026-03-31 10:00:00
CM010622,C00725,Good point.,2026-03-18 05:00:00
CM010623,C00582,Interesting perspective.,2026-03-17 17:00:00
CM010624,C01889,"This is so relatable, thank you for saying it.",2026-02-12 12:00:00
CM010625,C04345,This feels too generalized.,2026-02-20 06:00:00
CM010626,C02491,Finally someone put this feeling into words.,2026-04-10 10:00:00
CM010627,C02818,This is painfully accurate but helpful.,2026-06-12 09:00:00
CM010628,C04349,Interesting perspective.,2026-03-14 21:00:00
CM010629,C01132,You described my situation perfectly.,2026-05-15 07:00:00
CM010630,C00070,This is exactly what I needed to hear today.,2026-06-06 06:00:00
CM010631,C00246,How long is the full video?,2026-01-17 02:00:00
CM010632,C02172,Where can I find more information?,2026-02-17 23:00:00
CM010633,C03408,Thanks for sharing.,2026-01-02 05:00:00
CM010634,C01410,This is exactly what I needed to hear today.,2026-01-02 07:00:00
CM010635,C02576,This made me feel understood.,2026-01-20 16:00:00
CM010636,C00122,I have been struggling with the same thing for months.,2026-07-06 13:00:00
CM010637,C04551,What app did you use to make this?,2026-08-14 22:00:00
CM010638,C02009,I saved this because it explains how I feel.,2026-07-02 22:00:00
CM010639,C02729,Nice explanation.,2026-01-03 02:00:00
CM010640,C01770,I don't agree with this.,2026-02-28 23:00:00
CM010641,C03044,Where can I find more information?,2026-07-06 19:00:00
CM010642,C00912,You described my situation perfectly.,2026-06-05 20:00:00
CM010643,C04816,Thanks for sharing.,2026-03-31 06:00:00
CM010644,C04770,I had not thought about it this way.,2026-07-12 20:00:00
CM010645,C02286,This topic is worth discussing.,2026-01-21 05:00:00
CM010646,C03531,I had not thought about it this way.,2026-03-28 08:00:00
CM010647,C01696,The editing is clean.,2026-05-10 19:00:00
CM010648,C04931,I saved this because it explains how I feel.,2026-05-09 16:00:00
CM010649,C01247,I thought I was the only one dealing with this.,2026-05-16 02:00:00
CM010650,C04740,What app did you use to make this?,2026-03-09 17:00:00
CM010651,C02933,You described my situation perfectly.,2026-08-12 04:00:00
CM010652,C04301,Where can I find more information?,2026-03-12 03:00:00
CM010653,C02134,The editing is clean.,2026-05-20 03:00:00
CM010654,C02039,Nice explanation.,2026-04-08 20:00:00
CM010655,C03910,I thought I was the only one dealing with this.,2026-05-20 06:00:00
CM010656,C04479,This topic is worth discussing.,2026-05-19 05:00:00
CM010657,C00023,Needed this reminder today.,2026-05-13 16:00:00
CM010658,C00877,"This is so relatable, thank you for saying it.",2026-06-30 01:00:00
CM010659,C03320,The editing is clean.,2026-06-16 10:00:00
CM010660,C01732,Needed this reminder today.,2026-03-19 11:00:00
CM010661,C03919,I had not thought about it this way.,2026-07-11 10:00:00
CM010662,C04510,You described my situation perfectly.,2026-04-18 18:00:00
CM010663,C03359,Good point.,2026-01-23 15:00:00
CM010664,C00520,This feels too generalized.,2026-08-22 01:00:00
CM010665,C03364,This made me feel understood.,2026-02-03 13:00:00
CM010666,C04739,This is exactly what I needed to hear today.,2026-08-11 13:00:00
CM010667,C03294,I saved this because it explains how I feel.,2026-01-15 22:00:00
CM010668,C01792,The editing is clean.,2026-01-27 19:00:00
CM010669,C03233,"This is so relatable, thank you for saying it.",2026-08-20 10:00:00
CM010670,C03302,Where can I find more information?,2026-06-30 10:00:00
CM010671,C00707,Interesting perspective.,2026-05-21 19:00:00
CM010672,C04051,Thanks for sharing.,2026-05-30 23:00:00
CM010673,C03703,The editing is clean.,2026-08-25 19:00:00
CM010674,C00934,Good point.,2026-06-01 00:00:00
CM010675,C04833,This is exactly what I needed to hear today.,2026-02-06 15:00:00
CM010676,C02322,Where can I find more information?,2026-06-03 04:00:00
CM010677,C01438,Where can I find more information?,2026-06-27 09:00:00
CM010678,C02214,This topic is worth discussing.,2026-04-16 17:00:00
CM010679,C04655,What app did you use to make this?,2026-03-17 14:00:00
CM010680,C02154,The editing is clean.,2026-07-19 00:00:00
CM010681,C00088,The editing is clean.,2026-02-14 00:00:00
CM010682,C01342,How long is the full video?,2026-06-07 18:00:00
CM010683,C00934,Where can I find more information?,2026-07-15 06:00:00
CM010684,C02640,I found this confusing.,2026-06-23 18:00:00
CM010685,C04418,Interesting perspective.,2026-02-10 04:00:00
CM010686,C00396,This is painfully accurate but helpful.,2026-07-20 13:00:00
CM010687,C04593,Where can I find more information?,2026-05-26 03:00:00
CM010688,C01008,I don't agree with this.,2026-04-15 14:00:00
CM010689,C00676,I saved this because it explains how I feel.,2026-02-15 03:00:00
CM010690,C04314,I don't agree with this.,2026-01-29 08:00:00
CM010691,C00181,What app did you use to make this?,2026-03-23 15:00:00
CM010692,C00143,Finally someone put this feeling into words.,2026-01-25 23:00:00
CM010693,C04429,What app did you use to make this?,2026-01-22 03:00:00
CM010694,C01765,How long is the full video?,2026-06-05 18:00:00
CM010695,C01572,I found this confusing.,2026-08-15 17:00:00
CM010696,C02788,The editing is clean.,2026-05-01 11:00:00
CM010697,C04754,How long is the full video?,2026-08-25 10:00:00
CM010698,C03510,This is exactly what I needed to hear today.,2026-07-15 10:00:00
CM010699,C01018,"This is so relatable, thank you for saying it.",2026-02-06 08:00:00
CM010700,C03761,This is exactly what I needed to hear today.,2026-01-11 22:00:00
CM010701,C02564,Interesting perspective.,2026-03-28 23:00:00
CM010702,C04384,This is exactly what I needed to hear today.,2026-01-14 10:00:00
CM010703,C03426,Not sure this applies to everyone.,2026-01-31 08:00:00
CM010704,C04540,You described my situation perfectly.,2026-07-05 20:00:00
CM010705,C02397,What app did you use to make this?,2026-01-29 02:00:00
CM010706,C04081,I found this confusing.,2026-08-29 15:00:00
CM010707,C00617,I saved this because it explains how I feel.,2026-02-25 11:00:00
CM010708,C01289,Needed this reminder today.,2026-07-25 02:00:00
CM010709,C04759,I thought I was the only one dealing with this.,2026-01-19 15:00:00
CM010710,C00087,I found this confusing.,2026-04-12 10:00:00
CM010711,C01071,This feels too generalized.,2026-02-01 14:00:00
CM010712,C03934,What app did you use to make this?,2026-08-01 00:00:00
CM010713,C03252,Nice explanation.,2026-01-17 22:00:00
CM010714,C03217,How long is the full video?,2026-01-09 19:00:00
CM010715,C02202,How long is the full video?,2026-08-27 05:00:00
CM010716,C01477,What app did you use to make this?,2026-06-27 08:00:00
CM010717,C04877,I thought I was the only one dealing with this.,2026-07-18 09:00:00
CM010718,C02396,Good point.,2026-02-11 22:00:00
CM010719,C00793,I don't agree with this.,2026-05-13 15:00:00
CM010720,C02848,This topic is worth discussing.,2026-03-10 19:00:00
CM010721,C04309,"This is so relatable, thank you for saying it.",2026-01-06 02:00:00
CM010722,C02925,Finally someone put this feeling into words.,2026-03-26 10:00:00
CM010723,C04037,Not sure this applies to everyone.,2026-05-23 05:00:00
CM010724,C00140,Finally someone put this feeling into words.,2026-02-13 03:00:00
CM010725,C02529,Needed this reminder today.,2026-08-02 08:00:00
CM010726,C03437,This is painfully accurate but helpful.,2026-05-02 18:00:00
CM010727,C04364,Needed this reminder today.,2026-08-26 23:00:00
CM010728,C00275,Finally someone put this feeling into words.,2026-04-14 01:00:00
CM010729,C04977,You described my situation perfectly.,2026-03-19 22:00:00
CM010730,C04005,What app did you use to make this?,2026-05-09 12:00:00
CM010731,C04523,You described my situation perfectly.,2026-02-24 21:00:00
CM010732,C02784,Needed this reminder today.,2026-03-31 04:00:00
CM010733,C03308,Where can I find more information?,2026-02-05 00:00:00
CM010734,C02235,I thought I was the only one dealing with this.,2026-01-23 09:00:00
CM010735,C02012,I thought I was the only one dealing with this.,2026-08-27 21:00:00
CM010736,C02467,I had not thought about it this way.,2026-07-15 00:00:00
CM010737,C00188,Thanks for sharing.,2026-07-03 09:00:00
CM010738,C02509,Good point.,2026-07-15 08:00:00
CM010739,C03698,This is exactly what I needed to hear today.,2026-06-22 02:00:00
CM010740,C03681,This advice did not help me.,2026-06-25 01:00:00
CM010741,C02498,You described my situation perfectly.,2026-02-10 05:00:00
CM010742,C03139,You described my situation perfectly.,2026-06-09 08:00:00
CM010743,C02252,I have been struggling with the same thing for months.,2026-04-29 08:00:00
CM010744,C00724,Good point.,2026-04-26 11:00:00
CM010745,C01678,Good point.,2026-07-09 21:00:00
CM010746,C00446,This topic is worth discussing.,2026-06-29 09:00:00
CM010747,C01684,Thanks for sharing.,2026-05-19 15:00:00
CM010748,C04671,Finally someone put this feeling into words.,2026-07-30 05:00:00
CM010749,C04813,What app did you use to make this?,2026-01-03 03:00:00
CM010750,C03534,I have been struggling with the same thing for months.,2026-07-03 06:00:00
CM010751,C04736,The editing is clean.,2026-07-23 12:00:00
CM010752,C02484,This is painfully accurate but helpful.,2026-03-03 17:00:00
CM010753,C02408,"This is so relatable, thank you for saying it.",2026-03-31 14:00:00
CM010754,C01537,I don't agree with this.,2026-02-19 02:00:00
CM010755,C03170,I had not thought about it this way.,2026-03-04 06:00:00
CM010756,C01423,You described my situation perfectly.,2026-05-17 23:00:00
CM010757,C01385,Where can I find more information?,2026-06-21 20:00:00
CM010758,C00247,This is painfully accurate but helpful.,2026-04-06 13:00:00
CM010759,C00779,I saved this because it explains how I feel.,2026-04-19 21:00:00
CM010760,C04141,This is painfully accurate but helpful.,2026-03-25 22:00:00
CM010761,C01501,Not sure this applies to everyone.,2026-01-25 10:00:00
CM010762,C04187,How long is the full video?,2026-08-15 13:00:00
CM010763,C04077,I have been struggling with the same thing for months.,2026-03-11 18:00:00
CM010764,C04819,Good point.,2026-06-28 13:00:00
CM010765,C04414,I found this confusing.,2026-07-19 07:00:00
CM010766,C04493,Good point.,2026-05-02 07:00:00
CM010767,C01081,I have been struggling with the same thing for months.,2026-04-21 19:00:00
CM010768,C02159,I found this confusing.,2026-03-25 05:00:00
CM010769,C01883,This advice did not help me.,2026-07-04 04:00:00
CM010770,C00709,This is painfully accurate but helpful.,2026-03-05 19:00:00
CM010771,C00191,Interesting perspective.,2026-02-06 16:00:00
CM010772,C04598,"This is so relatable, thank you for saying it.",2026-08-30 06:00:00
CM010773,C04246,Needed this reminder today.,2026-05-12 11:00:00
CM010774,C01480,I saved this because it explains how I feel.,2026-03-13 21:00:00
CM010775,C04391,I had not thought about it this way.,2026-01-05 05:00:00
CM010776,C03864,What app did you use to make this?,2026-07-24 19:00:00
CM010777,C01403,I don't agree with this.,2026-02-19 02:00:00
CM010778,C00823,Thanks for sharing.,2026-02-01 22:00:00
CM010779,C03451,Interesting perspective.,2026-01-25 03:00:00
CM010780,C04088,The editing is clean.,2026-07-05 06:00:00
CM010781,C04720,This made me feel understood.,2026-07-23 12:00:00
CM010782,C03761,Nice explanation.,2026-04-30 02:00:00
CM010783,C04769,This is painfully accurate but helpful.,2026-06-10 21:00:00
CM010784,C01698,This topic is worth discussing.,2026-04-20 11:00:00
CM010785,C04710,I thought I was the only one dealing with this.,2026-03-22 15:00:00
