content_id,date,platform,topic,format,hook,caption_style,video_length_sec,impressions,followers_before,likes,comments,shares,saves,retention_rate,followers_gained,engagement_rate_pct,save_to_share_ratio,viral_coefficient,viral_score,viral_label
C04193,2026-06-30,YouTube,Dating,Long,Visual,List,28,91352,195421,3518,339,401,556,0.414,264,5.27,1.387,5.0163,0.0457578684648393,Non-Viral
C02638,2026-06-30,Instagram,Family Pressure,Long,Visual,Confession,37,1928,41316,214,19,27,12,0.63,10,14.108,0.444,12.4741,0.07264730290456431,Viral
C01722,2026-06-30,Instagram,Dating,Short,Text,Story,33,83998,34291,3885,202,245,428,0.489,87,5.667,1.747,4.5674,0.052101861949094025,Non-Viral
C01394,2026-06-30,Instagram,Self-Doubt,Short,Text,Story,21,83910,147696,2929,226,390,115,0.565,174,4.362,0.295,3.8178,0.05940668573471576,Non-Viral
C00062,2026-06-30,YouTube,Social Anxiety,Short,Text,Question,22,7562,242889,310,31,11,16,0.514,14,4.866,1.455,3.5242,0.05330425813276911,Non-Viral
C01966,2026-06-30,Instagram,Family Pressure,Short,Text,Advice,70,120535,59122,4718,371,780,758,0.629,202,5.498,0.972,5.6179,0.06816029783880201,Viral
C00059,2026-06-30,Instagram,College Life,Long,Text,Confession,29,176105,59303,6710,1012,973,1002,0.285,181,5.506,1.03,5.5626,0.033555222736435644,Non-Viral
C03263,2026-06-30,YouTube,Social Anxiety,Short,Text,List,39,129199,30021,9961,1063,1464,1034,0.472,445,10.466,0.706,10.0891,0.055934200729107805,Non-Viral
C01742,2026-06-30,YouTube,Friendship,Short,Text,Story,32,109172,133958,4572,659,700,667,0.541,267,6.044,0.953,6.1449,0.05972369472025795,Non-Viral
C03494,2026-06-30,YouTube,Friendship,Short,Text,List,26,78991,96941,6183,653,960,940,0.549,267,11.059,0.979,11.1798,0.0651790191287615,Non-Viral
C02115,2026-06-30,Instagram,Family Pressure,Short,Visual,Confession,45,109919,152234,5151,309,551,268,0.625,189,5.712,0.486,4.7562,0.06590887380707612,Non-Viral
C03028,2026-07-01,Instagram,Career Stress,Short,Visual,Story,28,32413,36276,2194,117,179,219,0.587,108,8.358,1.223,6.9339,0.06375352790547004,Non-Viral
C02987,2026-07-01,YouTube,Family Pressure,Long,Visual,List,24,40838,196669,1098,167,226,238,0.543,41,4.234,1.053,4.7835,0.059152098535677565,Non-Viral
C02043,2026-07-01,YouTube,Dating,Long,Visual,Question,56,44766,141318,3827,135,458,433,0.515,152,10.841,0.945,9.7306,0.05945804851896529,Non-Viral
C03076,2026-07-01,Instagram,Self-Doubt,Long,Text,Story,13,118137,17502,7260,450,852,1131,0.383,263,8.205,1.327,7.7224,0.04498884430787983,Non-Viral
C00391,2026-07-01,Instagram,Career Stress,Long,Visual,Story,49,29056,54224,1555,100,178,102,0.554,95,6.66,0.573,5.732,0.059726128854625554,Non-Viral
C02294,2026-07-01,YouTube,Burnout,Short,Visual,Question,24,102882,115682,7536,707,1396,1211,0.411,300,10.546,0.867,11.1181,0.05176804688866857,Non-Viral
C00512,2026-07-01,YouTube,College Life,Long,Text,Question,31,80138,121151,3249,245,843,703,0.458,268,6.289,0.834,7.396,0.0536240035938007,Non-Viral
C04778,2026-07-01,YouTube,Social Anxiety,Short,Visual,Question,29,120734,23417,7585,291,835,1198,0.576,515,8.207,1.435,7.5621,0.06405054417148442,Non-Viral
C03020,2026-07-01,Instagram,Social Anxiety,Short,Visual,Advice,41,98285,106609,6417,1147,1573,535,0.542,314,9.841,0.34,10.905,0.06478554204609045,Non-Viral
C02325,2026-07-01,Instagram,College Life,Short,Visual,Confession,33,44466,57884,2834,267,174,237,0.671,116,7.898,1.362,6.3273,0.07136055862906492,Viral
C02403,2026-07-01,Instagram,Dating,Short,Visual,Question,53,176908,45994,16019,983,1234,1146,0.531,771,10.956,0.929,8.7492,0.059015786736608865,Non-Viral
C04470,2026-07-01,Instagram,Social Anxiety,Long,Visual,List,23,116752,137422,3847,339,469,515,0.593,128,4.428,1.098,4.1704,0.06286653419213376,Non-Viral
C01899,2026-07-01,Instagram,Career Stress,Short,Text,Story,32,15267,72738,1530,128,189,126,0.602,31,12.923,0.667,11.6329,0.06950438200039301,Viral
C02125,2026-07-01,Instagram,College Life,Long,Visual,Confession,14,21332,102341,1071,110,156,67,0.419,29,6.582,0.429,6.1059,0.04690656291018189,Non-Viral
C00878,2026-07-01,YouTube,Dating,Short,Text,Story,38,12252,182079,347,23,77,60,0.508,23,4.138,0.779,4.5625,0.05537884427032322,Non-Viral
C04815,2026-07-01,Instagram,College Life,Short,Text,Story,24,133387,166172,8058,1122,1385,484,0.56,396,8.283,0.349,8.123,0.06302279832367473,Non-Viral
C00378,2026-07-01,Instagram,Career Stress,Short,Visual,Confession,38,106008,213471,9878,350,496,992,0.57,355,11.052,2.0,8.4296,0.0624080824088748,Non-Viral
C00463,2026-07-01,Instagram,Family Pressure,Short,Text,Confession,28,122489,119030,5310,436,584,728,0.472,306,5.762,1.247,5.3205,0.05166244152536146,Non-Viral
C03252,2026-07-01,Instagram,College Life,Short,Visual,List,35,143177,99936,14547,1135,1250,957,0.456,766,12.494,0.766,10.2251,0.0527230015994189,Non-Viral
C03472,2026-07-01,Instagram,Career Stress,Long,Text,Confession,42,176585,172848,8463,603,1110,981,0.323,437,6.318,0.884,5.9054,0.03730750346858454,Non-Viral
C02172,2026-07-01,Instagram,Career Stress,Long,Text,Story,56,131384,18200,12608,915,1214,489,0.469,626,11.589,0.403,9.3592,0.05321926261949704,Non-Viral
C04647,2026-07-01,Instagram,Burnout,Short,Text,Advice,45,88429,83600,3249,311,436,320,0.565,134,4.881,0.734,4.5675,0.060331887729138625,Non-Viral
C04202,2026-07-01,Instagram,Self-Doubt,Long,Visual,Advice,35,98979,241241,2107,184,423,195,0.547,70,2.939,0.461,3.0193,0.05749301670051223,Non-Viral
C04997,2026-07-01,Instagram,Dating,Short,Visual,Advice,25,77845,248142,8995,789,1498,1257,0.58,297,16.108,0.839,16.3003,0.07302408632539019,Viral
C03183,2026-07-01,Instagram,Social Anxiety,Short,Visual,Confession,39,13259,88556,1731,50,127,216,0.761,45,16.019,1.701,13.225,0.0858631797269779,Viral
C00360,2026-07-01,Instagram,College Life,Long,Visual,Confession,36,105243,139967,8006,279,1031,975,0.412,385,9.778,0.946,8.993,0.04878530258544511,Non-Viral
C01984,2026-07-02,Instagram,College Life,Short,Visual,Advice,26,110685,245497,5772,640,1536,702,0.577,494,7.815,0.457,8.9064,0.06671477164927497,Viral
C03053,2026-07-02,Instagram,Dating,Short,Text,Advice,42,159951,195278,13587,1736,2203,600,0.539,700,11.332,0.272,10.7574,0.06285117879850705,Non-Viral
C01378,2026-07-02,YouTube,Self-Doubt,Short,Visual,Confession,18,12523,233687,751,35,69,98,0.603,20,7.61,1.42,6.6358,0.06554634672203147,Non-Viral
C04534,2026-07-02,Instagram,Career Stress,Short,Text,Confession,8,132671,80218,7097,461,827,651,0.484,293,6.811,0.787,6.0473,0.05319833573275245,Non-Viral
C03466,2026-07-02,Instagram,Self-Doubt,Short,Visual,Advice,17,6619,187272,426,51,87,84,0.586,19,9.79,0.966,10.8551,0.06947777609910863,Viral
C03615,2026-07-02,Instagram,Self-Doubt,Long,Visual,Story,57,59713,59769,3057,429,612,524,0.456,132,7.74,0.856,8.4672,0.05392230837506071,Non-Viral
C03768,2026-07-02,YouTube,College Life,Short,Text,Advice,25,140742,104435,3090,190,610,236,0.408,119,2.932,0.387,2.9359,0.043455923604894066,Non-Viral
C04559,2026-07-02,Instagram,Career Stress,Short,Text,Story,54,60485,141149,3720,181,311,538,0.607,347,7.853,1.73,6.8455,0.06613109861949244,Non-Viral
C03457,2026-07-02,Instagram,Family Pressure,Short,Text,Advice,39,68260,29567,4653,501,291,552,0.589,112,8.786,1.897,7.4055,0.06434535599179607,Non-Viral
C00895,2026-07-02,YouTube,Social Anxiety,Long,Text,Question,31,143052,200634,9015,877,1540,1702,0.463,192,9.181,1.105,9.6797,0.05563331935240333,Non-Viral
C01234,2026-07-02,Instagram,Self-Doubt,Long,Visual,List,37,27232,51852,1551,163,105,301,0.506,73,7.785,2.867,7.113,0.056548883666274974,Non-Viral
C03585,2026-07-02,Instagram,Family Pressure,Short,Visual,Confession,48,80507,192938,8592,472,1145,524,0.513,389,13.332,0.458,11.7841,0.06053211646192257,Non-Viral
C03366,2026-07-02,Instagram,Friendship,Short,Visual,List,45,142076,28080,12123,1696,813,746,0.645,302,10.824,0.918,8.8238,0.07044083448295278,Viral
C02049,2026-07-02,YouTube,Career Stress,Short,Visual,List,21,91127,48286,6545,676,871,1112,0.594,290,10.1,1.277,10.0119,0.06847469794901621,Viral
C01065,2026-07-02,YouTube,Dating,Short,Visual,Story,22,36220,130505,1818,182,101,94,0.543,95,6.06,0.931,4.619,0.05708713418001105,Non-Viral
C03723,2026-07-02,Instagram,Dating,Long,Text,Story,31,128782,123904,8117,772,1272,1101,0.621,346,8.745,0.866,8.7237,0.0700087139507074,Viral
C03167,2026-07-02,Instagram,College Life,Short,Text,Story,29,68107,69465,2766,263,301,261,0.514,163,5.273,0.867,4.7022,0.055117679533674954,Non-Viral
C01667,2026-07-02,Instagram,Burnout,Long,Text,Confession,36,145668,94430,4179,144,672,543,0.406,227,3.802,0.808,3.7122,0.043942532333800154,Non-Viral
C04806,2026-07-02,Instagram,Burnout,Long,Text,Confession,65,63378,189114,2248,129,412,472,0.464,153,5.145,1.146,5.5185,0.051864830067215754,Non-Viral
C03096,2026-07-02,Instagram,Friendship,Short,Visual,List,29,90433,243477,5926,488,1329,397,0.558,544,9.001,0.299,9.3727,0.06453961938672831,Non-Viral
C02348,2026-07-02,YouTube,Dating,Short,Visual,Advice,35,69186,75156,7721,577,365,702,0.523,118,13.536,1.923,10.4429,0.05896897927326338,Non-Viral
C02352,2026-07-02,YouTube,Burnout,Short,Visual,Advice,55,145951,205059,7699,511,908,816,0.61,368,6.806,0.899,6.1473,0.06600202122630197,Non-Viral
C02044,2026-07-02,Instagram,Career Stress,Short,Visual,Advice,27,6117,247787,268,33,44,49,0.604,14,6.441,1.114,6.7598,0.06684923982344286,Viral
C02362,2026-07-02,YouTube,Dating,Short,Visual,List,40,108814,124446,6187,834,1227,990,0.648,227,8.49,0.807,9.195,0.07375335159078795,Viral
C04315,2026-07-02,Instagram,Friendship,Long,Visual,Advice,47,4946,200284,159,21,18,36,0.437,5,4.731,2.0,4.7918,0.048158147998382535,Non-Viral
C02099,2026-07-02,Instagram,Burnout,Long,Text,Advice,40,141989,7121,8028,403,794,405,0.39,390,6.782,0.51,5.5008,0.04279782940932045,Non-Viral
C04845,2026-07-02,Instagram,Self-Doubt,Short,Text,Question,24,129675,152302,8343,854,1302,1603,0.506,188,9.333,1.231,9.6892,0.05981457489878543,Non-Viral
C04065,2026-07-03,Instagram,Friendship,Short,Visual,Question,54,26480,244681,2157,162,362,399,0.558,102,11.631,1.102,12.1054,0.06738987915407856,Viral
C00493,2026-07-03,Instagram,Social Anxiety,Long,Text,Question,42,13595,233592,601,34,35,88,0.54,17,5.576,2.514,4.6524,0.057475542478852525,Non-Viral
C01098,2026-07-03,YouTube,Self-Doubt,Short,Visual,Confession,52,73271,158206,6119,988,1452,284,0.69,259,12.069,0.196,12.9185,0.0811030148353373,Viral
C03992,2026-07-03,YouTube,Dating,Short,Visual,Story,45,148179,125076,13598,1822,741,1798,0.644,662,12.12,2.426,10.3598,0.07213490170671957,Viral
C01073,2026-07-03,Instagram,Family Pressure,Long,Visual,Story,29,18854,140162,2004,149,256,215,0.446,49,13.917,0.84,12.854,0.055316558820409464,Non-Viral
C03991,2026-07-03,Instagram,Dating,Long,Visual,List,11,38437,22749,2865,284,458,108,0.376,123,9.665,0.236,8.9718,0.04491326586362099,Non-Viral
C04264,2026-07-03,YouTube,College Life,Short,Visual,List,47,115291,241275,3273,191,440,570,0.521,182,3.881,1.295,3.8017,0.055549098368476296,Non-Viral
C04546,2026-07-03,YouTube,Burnout,Short,Text,Story,47,49447,112857,3429,384,344,602,0.51,158,9.624,1.75,9.1542,0.05894790381620726,Non-Viral
C04337,2026-07-03,Instagram,Friendship,Short,Text,Story,11,102936,192010,5696,718,845,716,0.367,91,7.748,0.847,7.6669,0.04352705758918163,Non-Viral
C03569,2026-07-03,Instagram,Dating,Short,Text,Question,19,75566,80843,7702,830,1258,367,0.558,358,13.441,0.292,12.7094,0.0663960352539502,Non-Viral
C04880,2026-07-03,Instagram,Burnout,Long,Text,List,53,97033,143903,4148,229,628,347,0.465,65,5.516,0.553,5.1482,0.05083924541135491,Non-Viral
C01790,2026-07-03,Instagram,Social Anxiety,Short,Visual,List,29,27051,128544,2342,313,344,132,0.526,67,11.574,0.384,10.8554,0.06152203615393147,Non-Viral
C04604,2026-07-03,Instagram,Self-Doubt,Long,Visual,Question,44,119388,73217,5484,569,359,592,0.436,290,5.867,1.649,4.9054,0.04715563373203337,Non-Viral
C02514,2026-07-03,YouTube,Career Stress,Long,Visual,Question,34,55243,118400,3315,310,493,273,0.486,80,7.949,0.554,7.5077,0.05494016979526818,Non-Viral
C04784,2026-07-03,Instagram,Self-Doubt,Long,Visual,Advice,31,94227,205710,5568,460,983,560,0.493,331,8.035,0.57,8.0051,0.05650971696010698,Non-Viral
C02503,2026-07-03,YouTube,Friendship,Short,Visual,Confession,30,118165,183369,7104,745,1005,859,0.624,204,8.22,0.855,7.9571,0.06935383573816274,Viral
C03708,2026-07-03,Instagram,Burnout,Short,Visual,List,37,162329,12687,11046,416,568,801,0.594,207,7.904,1.41,5.8234,0.06283931152166279,Non-Viral
C02429,2026-07-03,YouTube,Friendship,Long,Text,Story,44,160049,188746,4909,239,339,802,0.363,222,3.929,2.366,3.3952,0.03898042911858243,Non-Viral
C02606,2026-07-03,Instagram,Dating,Long,Visual,List,36,129841,224774,7510,1361,711,919,0.411,621,8.088,1.293,7.5227,0.04725984165248265,Non-Viral
C01995,2026-07-03,Instagram,Dating,Short,Visual,List,30,72222,57096,3135,441,653,280,0.629,278,6.243,0.429,6.5742,0.06904771122372684,Viral
C04899,2026-07-03,YouTube,Dating,Short,Visual,Confession,40,150161,64426,17137,512,2197,2304,0.697,741,14.751,1.049,13.6757,0.08139844367046037,Viral
C03282,2026-07-03,YouTube,Friendship,Short,Visual,Confession,27,161792,174084,11908,1284,721,1300,0.628,614,9.403,1.803,7.8144,0.06840627225079114,Viral
C00247,2026-07-04,Instagram,Burnout,Short,Text,Story,29,77402,152086,6806,233,440,763,0.483,207,10.648,1.734,8.525,0.054266900080101294,Non-Viral
C04043,2026-07-04,YouTube,Family Pressure,Long,Text,Story,26,131032,236697,7383,561,1006,1012,0.47,394,7.603,1.006,7.3074,0.05341408205629159,Non-Viral
C02365,2026-07-04,YouTube,Self-Doubt,Long,Text,List,14,65976,89796,2924,152,539,385,0.386,175,6.063,0.714,6.1795,0.04437255365587486,Non-Viral
C04860,2026-07-04,YouTube,Self-Doubt,Short,Visual,Advice,23,65880,64438,4460,223,284,551,0.605,162,8.376,1.94,6.8587,0.06545673952641165,Non-Viral
C01674,2026-07-04,Instagram,Family Pressure,Long,Visual,Confession,38,13054,211549,539,21,68,19,0.368,15,4.956,0.279,4.1596,0.03982206220315612,Non-Viral
C03700,2026-07-04,YouTube,Social Anxiety,Short,Visual,Story,27,171843,68954,17554,2130,2501,2215,0.576,1106,14.199,0.886,13.911,0.06987544910179641,Viral
C01301,2026-07-04,Instagram,Self-Doubt,Short,Visual,Confession,35,156480,234156,8322,1161,1229,786,0.571,391,7.348,0.64,7.1329,0.06325414110429448,Non-Viral
C00042,2026-07-04,Instagram,Social Anxiety,Short,Text,Advice,27,171935,175143,13264,446,1500,1069,0.54,275,9.468,0.713,8.1071,0.06018024253351558,Non-Viral
C03634,2026-07-04,Instagram,College Life,Short,Visual,Story,52,147004,12328,7821,237,1200,508,0.554,441,6.643,0.423,6.042,0.06035190607058312,Non-Viral
C00051,2026-07-04,Instagram,Social Anxiety,Short,Text,Confession,33,97695,180320,7668,908,1358,717,0.527,671,10.902,0.528,10.9565,0.06255106709657608,Non-Viral
C01868,2026-07-04,Instagram,Burnout,Long,Visual,Advice,32,92544,22196,6386,662,677,455,0.388,123,8.839,0.672,7.7012,0.04463992479253112,Non-Viral
C00014,2026-07-04,Instagram,College Life,Short,Text,Confession,44,123771,18311,7499,588,1482,484,0.461,405,8.122,0.327,8.1162,0.05337391715345275,Non-Viral
C00234,2026-07-04,Instagram,Career Stress,Short,Visual,Story,36,164889,233914,8253,778,732,716,0.546,266,6.355,0.978,5.4106,0.05860815093790369,Non-Viral
C03133,2026-07-04,Instagram,Career Stress,Short,Visual,Question,30,82085,109779,2164,313,357,156,0.608,98,3.643,0.437,3.575,0.06389922641164647,Non-Viral
C04239,2026-07-04,YouTube,College Life,Short,Visual,List,8,53058,172654,3219,213,645,212,0.554,177,8.084,0.329,8.0817,0.0626712880244261,Non-Viral
C03048,2026-07-04,Instagram,Friendship,Short,Visual,Advice,22,112374,192397,8782,1094,661,480,0.56,475,9.804,0.726,7.9867,0.06138870201292115,Non-Viral
C02422,2026-07-04,Instagram,Burnout,Short,Text,Confession,17,8698,229825,276,33,57,16,0.49,5,4.392,0.281,4.4895,0.053069901126695795,Non-Viral
C02605,2026-07-04,YouTube,Burnout,Short,Visual,Story,22,66564,217173,2348,116,175,417,0.54,168,4.591,2.383,4.0668,0.057323868757887156,Non-Viral
C03784,2026-07-04,Instagram,Family Pressure,Short,Visual,Advice,33,173695,184570,16886,1344,1904,2379,0.553,419,12.961,1.249,12.0493,0.06550236621664413,Non-Viral
C03346,2026-07-04,YouTube,Social Anxiety,Long,Visual,Story,48,87407,66722,3627,266,510,234,0.44,103,5.305,0.459,4.8171,0.0478852723466084,Non-Viral
C04576,2026-07-05,Instagram,Friendship,Short,Visual,Question,63,77466,208093,6021,293,1215,1056,0.636,145,11.082,0.869,11.8852,0.07531481682286423,Viral
C02943,2026-07-05,YouTube,Family Pressure,Short,Visual,Question,19,66103,135778,4995,590,356,783,0.615,135,10.172,2.199,9.1017,0.06881585555874922,Viral
C03582,2026-07-05,Instagram,Friendship,Short,Text,List,17,17295,160896,964,171,240,116,0.488,36,8.621,0.483,9.7745,0.0585398091934085,Non-Viral
C04423,2026-07-05,Instagram,Self-Doubt,Short,Text,Confession,31,3157,153934,253,26,42,42,0.557,15,11.498,1.0,11.8942,0.06691317706683561,Viral
C03906,2026-07-05,YouTube,Family Pressure,Long,Text,Advice,42,16379,140271,1115,54,141,100,0.332,61,8.609,0.709,7.7019,0.03940001221075768,Non-Viral
C03112,2026-07-05,YouTube,College Life,Short,Text,Confession,38,116805,88703,5753,724,858,557,0.409,196,6.757,0.649,6.5498,0.04656585334531912,Non-Viral
C04733,2026-07-05,Instagram,Self-Doubt,Short,Visual,Story,38,77778,40137,5917,409,814,637,0.619,113,9.999,0.783,9.3703,0.06985533441333025,Viral
C01822,2026-07-05,Instagram,Burnout,Short,Text,Question,50,147844,188114,6051,465,461,477,0.304,300,5.042,1.035,4.0989,0.03324286139444279,Non-Viral
C02174,2026-07-05,Instagram,Dating,Short,Visual,List,24,107226,207009,3884,141,571,573,0.616,154,4.821,1.004,4.6747,0.06579674332717811,Non-Viral
C01134,2026-07-05,Instagram,Dating,Long,Visual,List,10,137547,228798,6489,558,490,243,0.638,416,5.656,0.496,4.3894,0.06654160832297325,Viral
C04278,2026-07-05,Instagram,Self-Doubt,Short,Visual,Confession,52,74169,126019,5188,368,1040,380,0.496,177,9.406,0.365,9.473,0.05819119038951584,Non-Viral
C02843,2026-07-05,YouTube,Burnout,Long,Text,Advice,8,98758,103860,4469,341,627,560,0.388,146,6.072,0.893,5.8193,0.04387604447234655,Non-Viral
C02783,2026-07-05,YouTube,Social Anxiety,Short,Visual,Confession,40,177013,114315,12190,1321,1807,2305,0.653,284,9.956,1.276,10.2295,0.07491963245637327,Viral
C02281,2026-07-05,Instagram,Dating,Short,Visual,Question,54,170698,187191,7855,428,308,264,0.561,313,5.188,0.857,3.5276,0.05775204044569943,Non-Viral
C00742,2026-07-05,Instagram,Social Anxiety,Long,Visual,Confession,58,46855,156692,6159,196,999,772,0.448,225,17.343,0.773,16.8915,0.0599648703446804,Non-Viral
C04841,2026-07-05,Instagram,Friendship,Short,Visual,Confession,33,109544,7271,9000,719,1595,1666,0.65,166,11.849,1.045,12.5023,0.07709924779084204,Viral
C01275,2026-07-05,YouTube,Social Anxiety,Short,Visual,Story,19,112062,174263,5415,315,1337,946,0.644,449,7.151,0.708,8.1053,0.07272307115703806,Viral
C01671,2026-07-05,YouTube,Career Stress,Short,Text,List,45,75436,197051,3403,199,488,372,0.544,103,5.915,0.762,5.5782,0.05918617636141896,Non-Viral
C04846,2026-07-05,Instagram,Self-Doubt,Short,Visual,Question,11,76651,234641,4657,433,694,309,0.559,189,7.949,0.445,7.4076,0.06203103547246612,Non-Viral
C00489,2026-07-05,Instagram,Dating,Long,Visual,Question,50,3228,106209,136,15,16,15,0.587,5,5.638,0.938,5.22,0.06302156133828997,Non-Viral
C03145,2026-07-05,Instagram,Burnout,Short,Text,Question,28,83350,23177,6471,382,1226,996,0.559,413,10.888,0.812,11.3719,0.06679142171565687,Viral
C01204,2026-07-05,YouTube,Dating,Short,Text,Advice,26,119778,19855,4447,448,300,504,0.558,206,4.758,1.68,4.0103,0.05875045834794371,Non-Viral
C02176,2026-07-05,Instagram,Friendship,Short,Visual,Story,45,82656,70174,9745,303,1620,602,0.638,540,14.845,0.372,13.7812,0.07535451509872243,Viral
C04289,2026-07-05,YouTube,College Life,Short,Visual,Story,48,146385,32102,3623,299,679,182,0.515,239,3.267,0.268,3.1841,0.0542666769136182,Non-Viral
C04772,2026-07-05,YouTube,Family Pressure,Long,Visual,Question,55,71036,201186,3490,150,672,607,0.533,228,6.925,0.903,7.3202,0.060437226195168656,Non-Viral
C04629,2026-07-05,YouTube,Career Stress,Long,Visual,Question,30,41430,44235,2983,129,332,300,0.436,139,9.037,0.904,7.9194,0.04984547429398986,Non-Viral
C04053,2026-07-05,YouTube,Social Anxiety,Long,Text,Question,37,98399,28252,5869,415,1229,624,0.602,194,8.269,0.508,8.6302,0.06835557068669397,Viral
C00128,2026-07-05,Instagram,Friendship,Long,Visual,Question,18,85849,123872,2984,282,459,384,0.38,149,4.786,0.837,4.7292,0.04224058521357267,Non-Viral
C04080,2026-07-05,YouTube,Social Anxiety,Short,Visual,Advice,52,152700,207913,8584,1265,1428,963,0.573,683,8.016,0.674,8.1202,0.06464282907662082,Non-Viral
C00207,2026-07-05,YouTube,Friendship,Short,Text,Confession,36,21721,93304,1753,136,191,151,0.55,59,10.271,0.791,9.0028,0.06198172275677916,Non-Viral
C04636,2026-07-05,YouTube,Social Anxiety,Short,Text,Confession,48,83944,180784,3830,593,676,439,0.571,163,6.597,0.649,6.8027,0.06335238254074145,Non-Viral
C00714,2026-07-05,Instagram,Dating,Short,Text,Question,47,55422,109978,2848,164,357,435,0.558,106,6.864,1.218,6.5155,0.06149719605932663,Non-Viral
C00657,2026-07-06,Instagram,Friendship,Long,Visual,List,21,139735,100507,9202,592,1159,603,0.396,163,8.27,0.52,7.2795,0.045262504025476796,Non-Viral
C04286,2026-07-06,Instagram,College Life,Short,Text,Advice,21,168820,195958,10122,1576,1067,778,0.554,465,8.022,0.729,7.216,0.06102699917071437,Non-Viral
C03187,2026-07-06,Instagram,College Life,Short,Visual,Confession,59,90201,155804,4221,310,434,214,0.659,192,5.742,0.493,4.7732,0.06929242358732166,Viral
C02121,2026-07-06,Instagram,College Life,Short,Visual,List,33,51971,198111,1226,115,169,115,0.449,52,3.127,0.68,2.9295,0.04735906370860673,Non-Viral
C01148,2026-07-06,Instagram,Friendship,Short,Visual,Confession,18,173649,142508,15530,1591,2749,1119,0.52,323,12.087,0.407,11.884,0.06243138745400204,Non-Viral
C04349,2026-07-06,Instagram,Social Anxiety,Long,Text,Advice,45,135034,124417,8512,485,1026,913,0.382,497,8.099,0.89,7.3222,0.04418627012456123,Non-Viral
C00089,2026-07-06,Instagram,Friendship,Short,Visual,Confession,18,120986,140143,8056,682,1037,810,0.576,541,8.749,0.781,8.0852,0.06431110707023953,Non-Viral
C03203,2026-07-06,Instagram,College Life,Short,Visual,Confession,29,57544,110278,4555,488,398,583,0.555,124,10.469,1.465,9.3311,0.06292388433198945,Non-Viral
C00320,2026-07-06,YouTube,Self-Doubt,Short,Visual,Advice,29,164307,142374,11334,1375,2094,1963,0.656,623,10.204,0.937,10.9171,0.07617441253263708,Viral
C03678,2026-07-06,Instagram,Self-Doubt,Short,Visual,List,36,150989,241565,7160,539,1286,550,0.595,223,6.315,0.428,6.1902,0.0649609938472339,Non-Viral
C04709,2026-07-06,Instagram,Friendship,Short,Visual,Confession,26,2558,235059,320,21,15,26,0.455,4,14.934,1.733,11.2783,0.05241946833463644,Non-Viral
C01775,2026-07-06,Instagram,Career Stress,Short,Visual,List,38,122597,209428,6807,256,420,486,0.688,317,6.5,1.157,4.91,0.07184412016607258,Viral
C03247,2026-07-06,Instagram,College Life,Long,Text,Advice,31,99799,41128,3233,109,232,346,0.561,91,3.928,1.491,3.1744,0.0583500225453161,Non-Viral
C02937,2026-07-06,YouTube,Burnout,Short,Visual,Advice,31,6100,171586,393,33,28,58,0.544,11,8.393,2.071,7.3115,0.06012950819672132,Non-Viral
C00423,2026-07-06,Instagram,Career Stress,Short,Visual,Story,50,115607,52027,8472,875,866,602,0.615,275,9.355,0.695,8.0882,0.06756840416237771,Viral
C04747,2026-07-06,YouTube,Career Stress,Short,Text,List,52,122464,236288,3733,585,592,196,0.445,138,4.169,0.331,4.011,0.0478720113666057,Non-Viral
C02107,2026-07-06,YouTube,Self-Doubt,Long,Text,Story,34,154981,140632,5121,396,749,628,0.247,249,4.448,0.838,4.2957,0.028473688387608803,Non-Viral
C01870,2026-07-07,Instagram,Family Pressure,Short,Text,List,12,94480,49618,5501,467,252,208,0.496,352,6.804,0.825,4.8931,0.05220213801862829,Non-Viral
C02995,2026-07-07,YouTube,Career Stress,Long,Visual,Advice,40,68384,93894,3383,143,203,317,0.396,51,5.917,1.562,4.6049,0.042640184838558734,Non-Viral
C01061,2026-07-07,YouTube,Social Anxiety,Short,Visual,Question,33,155773,145533,7091,931,978,666,0.596,198,6.205,0.681,5.9112,0.06460439742445738,Non-Viral
C04298,2026-07-07,Instagram,Dating,Short,Visual,List,24,89219,152138,5072,199,699,583,0.64,356,7.345,0.834,6.8343,0.06982050908438786,Viral
C00911,2026-07-07,YouTube,Family Pressure,Long,Text,Question,24,62879,135938,3801,246,366,606,0.324,64,7.982,1.656,7.283,0.03849742521350531,Non-Viral
C04429,2026-07-07,Instagram,Burnout,Short,Visual,Confession,62,67609,134290,6242,533,798,392,0.56,130,11.781,0.491,10.4993,0.06423337129672085,Non-Viral
C01558,2026-07-07,YouTube,College Life,Long,Visual,Story,36,6538,150385,369,42,40,67,0.522,13,7.923,1.675,7.6705,0.0589910676047721,Non-Viral
C01691,2026-07-07,Instagram,Dating,Short,Visual,Story,26,131020,219581,14838,1458,1335,1055,0.658,444,14.262,0.79,11.9989,0.07447005037398871,Viral
C04504,2026-07-07,Instagram,College Life,Long,Text,Advice,38,12742,49575,1007,25,139,38,0.39,14,9.488,0.273,8.1149,0.04509794380787946,Non-Viral
C00370,2026-07-07,Instagram,Social Anxiety,Long,Visual,Question,31,146167,61474,11288,595,2048,714,0.559,932,10.019,0.349,9.6523,0.0642811667476243,Non-Viral
C04083,2026-07-07,YouTube,Family Pressure,Short,Text,Story,24,6365,230089,448,70,36,42,0.48,13,9.364,1.167,8.1854,0.05417439120188531,Non-Viral
