comment_id,content_id,comment_text,created_at,nlp_label
CM013581,C02389,Thanks for sharing.,2026-06-02 21:00:00,Neutral
CM013582,C04867,This feels too generalized.,2026-04-20 23:00:00,Relatable
CM013583,C04301,Where can I find more information?,2026-08-28 00:00:00,Neutral
CM013584,C02910,Finally someone put this feeling into words.,2026-07-07 05:00:00,Relatable
CM013585,C04861,What app did you use to make this?,2026-03-18 06:00:00,Neutral
CM013586,C00358,You described my situation perfectly.,2026-07-22 18:00:00,Relatable
CM013587,C01087,How long is the full video?,2026-06-03 20:00:00,Neutral
CM013588,C01903,This topic is worth discussing.,2026-04-12 11:00:00,Neutral
CM013589,C03130,This is painfully accurate but helpful.,2026-05-23 01:00:00,Neutral
CM013590,C00067,I saved this because it explains how I feel.,2026-05-23 02:00:00,Relatable
CM013591,C03647,Good point.,2026-03-10 15:00:00,Neutral
CM013592,C04267,This advice did not help me.,2026-07-09 10:00:00,Neutral
CM013593,C03872,You described my situation perfectly.,2026-02-21 00:00:00,Relatable
CM013594,C01947,What app did you use to make this?,2026-03-13 19:00:00,Neutral
CM013595,C04416,The editing is clean.,2026-04-30 21:00:00,Neutral
CM013596,C02863,I have been struggling with the same thing for months.,2026-05-20 11:00:00,Relatable
CM013597,C04925,I saved this because it explains how I feel.,2026-08-28 19:00:00,Relatable
CM013598,C04562,This is exactly what I needed to hear today.,2026-02-23 08:00:00,Relatable
CM013599,C04468,I thought I was the only one dealing with this.,2026-07-22 17:00:00,Relatable
CM013600,C01672,This is painfully accurate but helpful.,2026-02-22 09:00:00,Neutral
CM013601,C03506,"This is so relatable, thank you for saying it.",2026-08-20 08:00:00,Relatable
CM013602,C02859,I have been struggling with the same thing for months.,2026-03-03 05:00:00,Relatable
CM013603,C04173,"This is so relatable, thank you for saying it.",2026-07-26 01:00:00,Relatable
CM013604,C03177,Nice explanation.,2026-04-25 16:00:00,Neutral
CM013605,C01232,Needed this reminder today.,2026-05-22 00:00:00,Relatable
CM013606,C01012,Finally someone put this feeling into words.,2026-01-23 21:00:00,Relatable
CM013607,C03135,Finally someone put this feeling into words.,2026-01-14 04:00:00,Relatable
CM013608,C02478,Thanks for sharing.,2026-07-03 14:00:00,Neutral
CM013609,C02162,Where can I find more information?,2026-03-13 06:00:00,Neutral
CM013610,C02082,Thanks for sharing.,2026-03-18 17:00:00,Neutral
CM013611,C00450,Interesting perspective.,2026-04-15 16:00:00,Neutral
CM013612,C04925,Finally someone put this feeling into words.,2026-07-15 09:00:00,Relatable
CM013613,C04532,Good point.,2026-04-12 16:00:00,Neutral
CM013614,C02477,How long is the full video?,2026-01-29 03:00:00,Neutral
CM013615,C01766,This is exactly what I needed to hear today.,2026-08-16 22:00:00,Relatable
CM013616,C04899,This feels too generalized.,2026-06-16 01:00:00,Relatable
CM013617,C04944,This made me feel understood.,2026-04-02 10:00:00,Relatable
CM013618,C00559,I have been struggling with the same thing for months.,2026-08-16 18:00:00,Relatable
CM013619,C02906,Not sure this applies to everyone.,2026-06-19 14:00:00,Neutral
CM013620,C04371,How long is the full video?,2026-08-06 07:00:00,Neutral
CM013621,C04116,I thought I was the only one dealing with this.,2026-05-21 06:00:00,Relatable
CM013622,C01058,"This is so relatable, thank you for saying it.",2026-08-07 04:00:00,Relatable
CM013623,C01318,How long is the full video?,2026-03-29 17:00:00,Neutral
CM013624,C00437,What app did you use to make this?,2026-02-27 11:00:00,Neutral
CM013625,C03710,This feels too generalized.,2026-06-08 17:00:00,Relatable
CM013626,C03073,Nice explanation.,2026-05-04 04:00:00,Neutral
CM013627,C01911,This topic is worth discussing.,2026-03-21 11:00:00,Neutral
CM013628,C01234,I had not thought about it this way.,2026-08-24 01:00:00,Neutral
CM013629,C04575,I don't agree with this.,2026-06-26 02:00:00,Neutral
CM013630,C01833,Nice explanation.,2026-01-27 07:00:00,Neutral
CM013631,C03365,Needed this reminder today.,2026-02-03 11:00:00,Relatable
CM013632,C04677,Nice explanation.,2026-07-26 11:00:00,Neutral
CM013633,C01101,Thanks for sharing.,2026-06-16 03:00:00,Neutral
CM013634,C03833,Thanks for sharing.,2026-06-06 16:00:00,Neutral
CM013635,C03275,This made me feel understood.,2026-01-11 01:00:00,Relatable
CM013636,C02339,This made me feel understood.,2026-03-12 05:00:00,Relatable
CM013637,C04999,Nice explanation.,2026-05-05 06:00:00,Neutral
CM013638,C00078,This feels too generalized.,2026-02-26 21:00:00,Relatable
CM013639,C02585,I saved this because it explains how I feel.,2026-07-31 06:00:00,Relatable
CM013640,C00587,Finally someone put this feeling into words.,2026-08-24 14:00:00,Relatable
CM013641,C01592,Needed this reminder today.,2026-02-05 09:00:00,Relatable
CM013642,C03018,Finally someone put this feeling into words.,2026-01-12 05:00:00,Relatable
CM013643,C02499,Nice explanation.,2026-03-28 21:00:00,Neutral
CM013644,C02738,This made me feel understood.,2026-05-27 13:00:00,Relatable
CM013645,C01532,Not sure this applies to everyone.,2026-03-09 21:00:00,Neutral
CM013646,C04006,This is exactly what I needed to hear today.,2026-03-21 02:00:00,Relatable
CM013647,C01462,You described my situation perfectly.,2026-07-29 16:00:00,Relatable
CM013648,C02289,This is painfully accurate but helpful.,2026-06-25 20:00:00,Neutral
CM013649,C04958,I thought I was the only one dealing with this.,2026-01-26 09:00:00,Relatable
CM013650,C02465,Where can I find more information?,2026-07-29 01:00:00,Neutral
CM013651,C00783,Where can I find more information?,2026-04-20 04:00:00,Neutral
CM013652,C02615,Not sure this applies to everyone.,2026-07-18 22:00:00,Neutral
CM013653,C03089,Needed this reminder today.,2026-06-06 04:00:00,Relatable
CM013654,C03326,This made me feel understood.,2026-07-23 00:00:00,Relatable
CM013655,C01784,This advice did not help me.,2026-02-06 10:00:00,Neutral
CM013656,C04072,Interesting perspective.,2026-08-16 20:00:00,Neutral
CM013657,C00154,I had not thought about it this way.,2026-03-28 18:00:00,Neutral
CM013658,C04383,This is painfully accurate but helpful.,2026-07-12 09:00:00,Neutral
CM013659,C01265,"This is so relatable, thank you for saying it.",2026-07-18 08:00:00,Relatable
CM013660,C01301,I saved this because it explains how I feel.,2026-05-24 12:00:00,Relatable
CM013661,C02036,Needed this reminder today.,2026-02-07 01:00:00,Relatable
CM013662,C00951,This is painfully accurate but helpful.,2026-02-25 17:00:00,Neutral
CM013663,C00769,You described my situation perfectly.,2026-07-04 21:00:00,Relatable
CM013664,C01919,Thanks for sharing.,2026-03-11 03:00:00,Neutral
CM013665,C01182,I had not thought about it this way.,2026-02-14 22:00:00,Neutral
CM013666,C02505,This feels too generalized.,2026-02-12 10:00:00,Relatable
CM013667,C03222,Finally someone put this feeling into words.,2026-04-08 07:00:00,Relatable
CM013668,C03239,Interesting perspective.,2026-06-12 19:00:00,Neutral
CM013669,C04867,I thought I was the only one dealing with this.,2026-05-22 20:00:00,Relatable
CM013670,C01330,What app did you use to make this?,2026-01-18 16:00:00,Neutral
CM013671,C04223,"This is so relatable, thank you for saying it.",2026-06-03 09:00:00,Relatable
CM013672,C01637,Finally someone put this feeling into words.,2026-01-26 02:00:00,Relatable
CM013673,C04682,Nice explanation.,2026-02-23 05:00:00,Neutral
CM013674,C01187,Where can I find more information?,2026-05-04 07:00:00,Neutral
CM013675,C03148,"This is so relatable, thank you for saying it.",2026-05-27 18:00:00,Relatable
CM013676,C03727,I found this confusing.,2026-03-22 15:00:00,Neutral
CM013677,C04995,Interesting perspective.,2026-05-01 04:00:00,Neutral
CM013678,C01227,"This is so relatable, thank you for saying it.",2026-08-11 10:00:00,Relatable
CM013679,C02799,You described my situation perfectly.,2026-03-09 10:00:00,Relatable
CM013680,C00710,"This is so relatable, thank you for saying it.",2026-07-20 01:00:00,Relatable
CM013681,C01429,What app did you use to make this?,2026-01-30 14:00:00,Neutral
CM013682,C03524,I saved this because it explains how I feel.,2026-04-07 10:00:00,Relatable
CM013683,C03206,I thought I was the only one dealing with this.,2026-01-09 08:00:00,Relatable
CM013684,C04841,This feels too generalized.,2026-08-05 22:00:00,Relatable
CM013685,C02892,This feels too generalized.,2026-01-04 15:00:00,Relatable
CM013686,C00667,You described my situation perfectly.,2026-05-22 07:00:00,Relatable
CM013687,C03116,Where can I find more information?,2026-07-06 04:00:00,Neutral
CM013688,C04479,I thought I was the only one dealing with this.,2026-04-23 20:00:00,Relatable
CM013689,C02680,The editing is clean.,2026-03-16 10:00:00,Neutral
CM013690,C00605,"This is so relatable, thank you for saying it.",2026-07-17 13:00:00,Relatable
CM013691,C03591,This is painfully accurate but helpful.,2026-06-23 01:00:00,Neutral
CM013692,C01845,How long is the full video?,2026-08-27 05:00:00,Neutral
CM013693,C03211,Interesting perspective.,2026-02-23 14:00:00,Neutral
CM013694,C00041,Nice explanation.,2026-06-26 20:00:00,Neutral
CM013695,C03504,I had not thought about it this way.,2026-02-18 11:00:00,Neutral
CM013696,C03397,Finally someone put this feeling into words.,2026-06-19 03:00:00,Relatable
CM013697,C02183,I don't agree with this.,2026-06-05 11:00:00,Neutral
CM013698,C00264,Nice explanation.,2026-07-08 06:00:00,Neutral
CM013699,C03923,This topic is worth discussing.,2026-07-04 13:00:00,Neutral
CM013700,C02176,Where can I find more information?,2026-04-15 20:00:00,Neutral
CM013701,C03964,You described my situation perfectly.,2026-04-23 03:00:00,Relatable
CM013702,C01669,Nice explanation.,2026-07-03 05:00:00,Neutral
CM013703,C02194,This made me feel understood.,2026-02-16 15:00:00,Relatable
CM013704,C01922,I have been struggling with the same thing for months.,2026-05-03 20:00:00,Relatable
CM013705,C04850,The editing is clean.,2026-03-25 16:00:00,Neutral
CM013706,C04254,I thought I was the only one dealing with this.,2026-08-06 17:00:00,Relatable
CM013707,C00829,Where can I find more information?,2026-03-18 13:00:00,Neutral
CM013708,C01844,"This is so relatable, thank you for saying it.",2026-07-28 06:00:00,Relatable
CM013709,C03225,Not sure this applies to everyone.,2026-08-02 22:00:00,Neutral
CM013710,C00202,I had not thought about it this way.,2026-01-26 14:00:00,Neutral
CM013711,C01126,This made me feel understood.,2026-01-05 12:00:00,Relatable
CM013712,C04037,Finally someone put this feeling into words.,2026-04-17 19:00:00,Relatable
CM013713,C02493,I saved this because it explains how I feel.,2026-04-12 01:00:00,Relatable
CM013714,C00820,This made me feel understood.,2026-06-19 13:00:00,Relatable
CM013715,C00748,Needed this reminder today.,2026-07-25 21:00:00,Relatable
CM013716,C00815,This made me feel understood.,2026-01-26 20:00:00,Relatable
CM013717,C02730,This is painfully accurate but helpful.,2026-04-20 23:00:00,Neutral
CM013718,C00794,Good point.,2026-03-21 16:00:00,Neutral
CM013719,C01607,How long is the full video?,2026-01-31 16:00:00,Neutral
CM013720,C02977,Nice explanation.,2026-03-27 22:00:00,Neutral
CM013721,C03259,Needed this reminder today.,2026-08-08 15:00:00,Relatable
CM013722,C02582,I don't agree with this.,2026-06-10 09:00:00,Neutral
CM013723,C04074,The editing is clean.,2026-01-28 22:00:00,Neutral
CM013724,C02201,Thanks for sharing.,2026-01-21 17:00:00,Neutral
CM013725,C04790,"This is so relatable, thank you for saying it.",2026-06-22 09:00:00,Relatable
CM013726,C04281,You described my situation perfectly.,2026-07-25 12:00:00,Relatable
CM013727,C04126,Finally someone put this feeling into words.,2026-08-28 17:00:00,Relatable
CM013728,C02235,Finally someone put this feeling into words.,2026-04-10 11:00:00,Relatable
CM013729,C02335,Finally someone put this feeling into words.,2026-04-08 04:00:00,Relatable
CM013730,C00656,This is painfully accurate but helpful.,2026-01-03 03:00:00,Neutral
CM013731,C00421,This is exactly what I needed to hear today.,2026-05-05 20:00:00,Relatable
CM013732,C04159,Thanks for sharing.,2026-08-14 15:00:00,Neutral
CM013733,C04026,Needed this reminder today.,2026-01-17 06:00:00,Relatable
CM013734,C02954,Where can I find more information?,2026-05-29 12:00:00,Neutral
CM013735,C04785,I thought I was the only one dealing with this.,2026-01-23 00:00:00,Relatable
CM013736,C02298,This feels too generalized.,2026-02-12 21:00:00,Relatable
CM013737,C01831,"This is so relatable, thank you for saying it.",2026-06-11 16:00:00,Relatable
CM013738,C01341,I found this confusing.,2026-07-22 20:00:00,Neutral
CM013739,C04937,You described my situation perfectly.,2026-02-15 14:00:00,Relatable
CM013740,C04484,This is exactly what I needed to hear today.,2026-07-16 21:00:00,Relatable
CM013741,C03177,You described my situation perfectly.,2026-01-30 23:00:00,Relatable
CM013742,C03473,What app did you use to make this?,2026-07-28 23:00:00,Neutral
CM013743,C04478,Where can I find more information?,2026-08-05 15:00:00,Neutral
CM013744,C03912,I thought I was the only one dealing with this.,2026-05-22 22:00:00,Relatable
CM013745,C04449,Finally someone put this feeling into words.,2026-08-02 01:00:00,Relatable
CM013746,C04491,Where can I find more information?,2026-05-24 07:00:00,Neutral
CM013747,C04743,I had not thought about it this way.,2026-01-09 04:00:00,Neutral
CM013748,C00504,This made me feel understood.,2026-07-25 07:00:00,Relatable
CM013749,C02142,"This is so relatable, thank you for saying it.",2026-02-02 16:00:00,Relatable
CM013750,C04164,Not sure this applies to everyone.,2026-06-01 11:00:00,Neutral
CM013751,C03510,I saved this because it explains how I feel.,2026-02-19 14:00:00,Relatable
CM013752,C01267,This made me feel understood.,2026-01-01 12:00:00,Relatable
CM013753,C03034,I found this confusing.,2026-07-14 04:00:00,Neutral
CM013754,C02172,Interesting perspective.,2026-06-11 14:00:00,Neutral
CM013755,C00679,I saved this because it explains how I feel.,2026-05-06 18:00:00,Relatable
CM013756,C03339,This made me feel understood.,2026-08-17 21:00:00,Relatable
CM013757,C03898,"This is so relatable, thank you for saying it.",2026-03-21 11:00:00,Relatable
CM013758,C04280,"This is so relatable, thank you for saying it.",2026-05-08 23:00:00,Relatable
CM013759,C01755,Where can I find more information?,2026-06-25 04:00:00,Neutral
CM013760,C02340,This is painfully accurate but helpful.,2026-02-07 06:00:00,Neutral
CM013761,C03000,I thought I was the only one dealing with this.,2026-08-16 16:00:00,Relatable
CM013762,C01550,Nice explanation.,2026-08-30 03:00:00,Neutral
CM013763,C01934,Good point.,2026-07-22 23:00:00,Neutral
CM013764,C02471,Finally someone put this feeling into words.,2026-04-24 14:00:00,Relatable
CM013765,C04051,Good point.,2026-05-11 11:00:00,Neutral
CM013766,C04794,Where can I find more information?,2026-03-24 03:00:00,Neutral
CM013767,C00848,I don't agree with this.,2026-04-22 21:00:00,Neutral
CM013768,C01710,"This is so relatable, thank you for saying it.",2026-08-06 05:00:00,Relatable
CM013769,C01565,Not sure this applies to everyone.,2026-04-15 09:00:00,Neutral
CM013770,C00477,"This is so relatable, thank you for saying it.",2026-06-14 19:00:00,Relatable
CM013771,C04367,This advice did not help me.,2026-03-08 08:00:00,Neutral
CM013772,C03525,This topic is worth discussing.,2026-04-18 07:00:00,Neutral
CM013773,C04407,This made me feel understood.,2026-06-23 06:00:00,Relatable
CM013774,C04608,I have been struggling with the same thing for months.,2026-03-31 23:00:00,Relatable
CM013775,C02261,Interesting perspective.,2026-03-27 23:00:00,Neutral
CM013776,C04369,I have been struggling with the same thing for months.,2026-08-04 20:00:00,Relatable
CM013777,C02483,Where can I find more information?,2026-08-09 02:00:00,Neutral
CM013778,C02501,This made me feel understood.,2026-03-18 14:00:00,Relatable
CM013779,C00183,This is exactly what I needed to hear today.,2026-02-01 05:00:00,Relatable
CM013780,C04610,I saved this because it explains how I feel.,2026-04-19 06:00:00,Relatable
CM013781,C00593,I found this confusing.,2026-06-01 23:00:00,Neutral
CM013782,C03842,I saved this because it explains how I feel.,2026-04-08 15:00:00,Relatable
CM013783,C04638,I thought I was the only one dealing with this.,2026-01-16 02:00:00,Relatable
CM013784,C03859,Thanks for sharing.,2026-08-24 02:00:00,Neutral
CM013785,C03453,Nice explanation.,2026-02-15 18:00:00,Neutral
CM013786,C02512,This is painfully accurate but helpful.,2026-08-01 12:00:00,Neutral
CM013787,C01922,How long is the full video?,2026-05-07 03:00:00,Neutral
CM013788,C02137,I have been struggling with the same thing for months.,2026-06-18 18:00:00,Relatable
CM013789,C00267,How long is the full video?,2026-07-10 12:00:00,Neutral
CM013790,C00149,This advice did not help me.,2026-05-22 23:00:00,Neutral
CM013791,C01311,Not sure this applies to everyone.,2026-08-27 16:00:00,Neutral
CM013792,C04422,I thought I was the only one dealing with this.,2026-05-02 01:00:00,Relatable
CM013793,C01872,I had not thought about it this way.,2026-06-30 07:00:00,Neutral
CM013794,C03631,Where can I find more information?,2026-01-26 09:00:00,Neutral
CM013795,C04693,This topic is worth discussing.,2026-08-06 02:00:00,Neutral
CM013796,C04076,Where can I find more information?,2026-08-06 10:00:00,Neutral
CM013797,C02652,Good point.,2026-01-16 04:00:00,Neutral
CM013798,C04282,I had not thought about it this way.,2026-08-25 10:00:00,Neutral
CM013799,C00425,This is exactly what I needed to hear today.,2026-02-27 04:00:00,Relatable
CM013800,C03968,Finally someone put this feeling into words.,2026-06-29 13:00:00,Relatable
CM013801,C00943,Thanks for sharing.,2026-08-21 18:00:00,Neutral
CM013802,C02126,What app did you use to make this?,2026-03-11 04:00:00,Neutral
CM013803,C03000,You described my situation perfectly.,2026-06-28 15:00:00,Relatable
CM013804,C03659,This topic is worth discussing.,2026-04-05 16:00:00,Neutral
CM013805,C00845,Needed this reminder today.,2026-06-22 19:00:00,Relatable
CM013806,C03912,Nice explanation.,2026-07-16 11:00:00,Neutral
CM013807,C01268,Where can I find more information?,2026-02-28 01:00:00,Neutral
CM013808,C02437,Interesting perspective.,2026-07-22 04:00:00,Neutral
CM013809,C00768,I have been struggling with the same thing for months.,2026-06-04 03:00:00,Relatable
CM013810,C01394,I saved this because it explains how I feel.,2026-03-15 23:00:00,Relatable
CM013811,C00898,Interesting perspective.,2026-07-22 02:00:00,Neutral
CM013812,C04758,I don't agree with this.,2026-06-14 16:00:00,Neutral
CM013813,C02796,Nice explanation.,2026-01-13 11:00:00,Neutral
CM013814,C04171,Nice explanation.,2026-08-17 08:00:00,Neutral
CM013815,C02484,Finally someone put this feeling into words.,2026-05-22 08:00:00,Relatable
CM013816,C04240,Interesting perspective.,2026-06-28 01:00:00,Neutral
CM013817,C04178,Needed this reminder today.,2026-03-30 18:00:00,Relatable
CM013818,C04062,How long is the full video?,2026-04-09 19:00:00,Neutral
CM013819,C04289,I saved this because it explains how I feel.,2026-03-26 16:00:00,Relatable
CM013820,C04460,This made me feel understood.,2026-05-02 11:00:00,Relatable
CM013821,C02726,Finally someone put this feeling into words.,2026-07-12 22:00:00,Relatable
CM013822,C04788,What app did you use to make this?,2026-07-05 16:00:00,Neutral
CM013823,C03322,Interesting perspective.,2026-05-14 17:00:00,Neutral
CM013824,C03463,This topic is worth discussing.,2026-01-08 05:00:00,Neutral
CM013825,C04430,Not sure this applies to everyone.,2026-01-17 08:00:00,Neutral
CM013826,C03794,I had not thought about it this way.,2026-07-31 07:00:00,Neutral
CM013827,C00279,I saved this because it explains how I feel.,2026-08-26 06:00:00,Relatable
CM013828,C03469,Not sure this applies to everyone.,2026-02-05 19:00:00,Neutral
CM013829,C00992,Where can I find more information?,2026-05-06 23:00:00,Neutral
CM013830,C02146,Interesting perspective.,2026-08-04 03:00:00,Neutral
CM013831,C04804,I have been struggling with the same thing for months.,2026-01-07 06:00:00,Relatable
CM013832,C01444,Finally someone put this feeling into words.,2026-08-29 08:00:00,Relatable
CM013833,C03577,What app did you use to make this?,2026-02-10 03:00:00,Neutral
CM013834,C01060,This is exactly what I needed to hear today.,2026-01-13 08:00:00,Relatable
CM013835,C02938,Thanks for sharing.,2026-05-04 02:00:00,Neutral
CM013836,C00080,Good point.,2026-08-21 20:00:00,Neutral
CM013837,C04733,Finally someone put this feeling into words.,2026-07-07 22:00:00,Relatable
CM013838,C01873,This is exactly what I needed to hear today.,2026-02-24 22:00:00,Relatable
CM013839,C03198,This is painfully accurate but helpful.,2026-05-31 14:00:00,Neutral
CM013840,C02808,This made me feel understood.,2026-04-23 16:00:00,Relatable
CM013841,C00873,You described my situation perfectly.,2026-04-21 04:00:00,Relatable
CM013842,C04006,"This is so relatable, thank you for saying it.",2026-01-20 23:00:00,Relatable
CM013843,C04002,Good point.,2026-03-18 08:00:00,Neutral
CM013844,C00634,This is painfully accurate but helpful.,2026-02-26 05:00:00,Neutral
CM013845,C02799,I thought I was the only one dealing with this.,2026-08-27 04:00:00,Relatable
CM013846,C03245,I had not thought about it this way.,2026-03-01 04:00:00,Neutral
CM013847,C01386,"This is so relatable, thank you for saying it.",2026-07-27 09:00:00,Relatable
CM013848,C04028,I found this confusing.,2026-02-15 00:00:00,Neutral
CM013849,C03281,This made me feel understood.,2026-01-12 09:00:00,Relatable
CM013850,C03791,What app did you use to make this?,2026-07-24 17:00:00,Neutral
CM013851,C01125,Finally someone put this feeling into words.,2026-05-01 20:00:00,Relatable
CM013852,C00529,I have been struggling with the same thing for months.,2026-08-25 07:00:00,Relatable
CM013853,C03420,Needed this reminder today.,2026-02-11 03:00:00,Relatable
CM013854,C01133,You described my situation perfectly.,2026-03-15 19:00:00,Relatable
CM013855,C01737,This is painfully accurate but helpful.,2026-08-27 03:00:00,Neutral
CM013856,C03888,Needed this reminder today.,2026-06-28 20:00:00,Relatable
CM013857,C03302,I have been struggling with the same thing for months.,2026-02-17 22:00:00,Relatable
CM013858,C02990,This is exactly what I needed to hear today.,2026-02-06 18:00:00,Relatable
CM013859,C02122,Good point.,2026-04-14 20:00:00,Neutral
CM013860,C03334,Finally someone put this feeling into words.,2026-08-17 20:00:00,Relatable
CM013861,C04502,How long is the full video?,2026-01-26 03:00:00,Neutral
CM013862,C00631,I don't agree with this.,2026-06-18 18:00:00,Neutral
CM013863,C04555,This feels too generalized.,2026-02-05 06:00:00,Relatable
CM013864,C04181,Thanks for sharing.,2026-06-19 09:00:00,Neutral
CM013865,C03908,I thought I was the only one dealing with this.,2026-07-21 15:00:00,Relatable
CM013866,C00741,I found this confusing.,2026-03-01 17:00:00,Neutral
CM013867,C02522,This advice did not help me.,2026-06-15 22:00:00,Neutral
CM013868,C02434,Good point.,2026-05-08 01:00:00,Neutral
CM013869,C01470,How long is the full video?,2026-01-15 13:00:00,Neutral
CM013870,C02621,I saved this because it explains how I feel.,2026-04-09 12:00:00,Relatable
CM013871,C02752,Where can I find more information?,2026-07-03 13:00:00,Neutral
CM013872,C00943,This made me feel understood.,2026-07-30 01:00:00,Relatable
CM013873,C02751,This is exactly what I needed to hear today.,2026-07-20 03:00:00,Relatable
CM013874,C01411,"This is so relatable, thank you for saying it.",2026-06-08 20:00:00,Relatable
CM013875,C02588,I saved this because it explains how I feel.,2026-06-21 03:00:00,Relatable
CM013876,C02383,Good point.,2026-03-09 17:00:00,Neutral
CM013877,C04174,This made me feel understood.,2026-06-11 21:00:00,Relatable
CM013878,C02589,I thought I was the only one dealing with this.,2026-01-26 03:00:00,Relatable
CM013879,C04704,The editing is clean.,2026-02-20 15:00:00,Neutral
CM013880,C04626,Needed this reminder today.,2026-07-15 08:00:00,Relatable
CM013881,C00188,What app did you use to make this?,2026-03-05 22:00:00,Neutral
CM013882,C04282,I saved this because it explains how I feel.,2026-01-16 22:00:00,Relatable
CM013883,C02530,Needed this reminder today.,2026-02-12 18:00:00,Relatable
CM013884,C03357,This topic is worth discussing.,2026-04-22 19:00:00,Neutral
CM013885,C02494,This topic is worth discussing.,2026-05-07 16:00:00,Neutral
CM013886,C03005,The editing is clean.,2026-06-06 22:00:00,Neutral
CM013887,C00964,Interesting perspective.,2026-05-18 12:00:00,Neutral
CM013888,C00176,How long is the full video?,2026-05-26 10:00:00,Neutral
CM013889,C02921,Thanks for sharing.,2026-02-07 23:00:00,Neutral
CM013890,C04726,I have been struggling with the same thing for months.,2026-01-29 22:00:00,Relatable
CM013891,C04690,The editing is clean.,2026-03-21 14:00:00,Neutral
CM013892,C02383,Where can I find more information?,2026-06-06 17:00:00,Neutral
CM013893,C04820,What app did you use to make this?,2026-05-07 11:00:00,Neutral
CM013894,C01885,I had not thought about it this way.,2026-02-28 03:00:00,Neutral
CM013895,C03059,I saved this because it explains how I feel.,2026-07-08 00:00:00,Relatable
CM013896,C01471,This is painfully accurate but helpful.,2026-05-15 18:00:00,Neutral
CM013897,C05000,This is exactly what I needed to hear today.,2026-07-14 19:00:00,Relatable
CM013898,C02483,Thanks for sharing.,2026-03-02 04:00:00,Neutral
CM013899,C04656,This made me feel understood.,2026-07-07 14:00:00,Relatable
CM013900,C03731,"This is so relatable, thank you for saying it.",2026-04-04 15:00:00,Relatable
CM013901,C02539,Not sure this applies to everyone.,2026-02-05 13:00:00,Neutral
CM013902,C01877,What app did you use to make this?,2026-06-30 14:00:00,Neutral
CM013903,C04444,Interesting perspective.,2026-07-31 12:00:00,Neutral
CM013904,C02427,I found this confusing.,2026-03-03 08:00:00,Neutral
CM013905,C01732,The editing is clean.,2026-01-08 15:00:00,Neutral
CM013906,C03470,This is exactly what I needed to hear today.,2026-07-26 06:00:00,Relatable
CM013907,C00609,This made me feel understood.,2026-05-14 07:00:00,Relatable
CM013908,C02548,I had not thought about it this way.,2026-04-20 19:00:00,Neutral
CM013909,C03493,What app did you use to make this?,2026-03-08 02:00:00,Neutral
CM013910,C04016,I saved this because it explains how I feel.,2026-08-29 04:00:00,Relatable
CM013911,C04371,Nice explanation.,2026-03-11 11:00:00,Neutral
CM013912,C01553,Thanks for sharing.,2026-05-28 16:00:00,Neutral
CM013913,C04942,How long is the full video?,2026-02-22 15:00:00,Neutral
CM013914,C03118,Good point.,2026-02-08 16:00:00,Neutral
CM013915,C02848,The editing is clean.,2026-04-24 05:00:00,Neutral
CM013916,C00592,You described my situation perfectly.,2026-07-01 06:00:00,Relatable
CM013917,C03892,This is exactly what I needed to hear today.,2026-01-13 01:00:00,Relatable
CM013918,C04019,How long is the full video?,2026-05-28 18:00:00,Neutral
CM013919,C03545,You described my situation perfectly.,2026-02-21 15:00:00,Relatable
CM013920,C00564,I thought I was the only one dealing with this.,2026-01-29 15:00:00,Relatable
CM013921,C00890,Needed this reminder today.,2026-08-23 13:00:00,Relatable
CM013922,C01785,What app did you use to make this?,2026-01-17 13:00:00,Neutral
CM013923,C02194,Thanks for sharing.,2026-02-10 11:00:00,Neutral
CM013924,C04719,I have been struggling with the same thing for months.,2026-07-19 14:00:00,Relatable
CM013925,C03209,Thanks for sharing.,2026-01-27 09:00:00,Neutral
CM013926,C04690,This made me feel understood.,2026-04-28 23:00:00,Relatable
CM013927,C02549,Needed this reminder today.,2026-03-15 01:00:00,Relatable
CM013928,C03693,Finally someone put this feeling into words.,2026-06-17 21:00:00,Relatable
CM013929,C03523,This is painfully accurate but helpful.,2026-07-31 19:00:00,Neutral
CM013930,C02158,This made me feel understood.,2026-05-02 06:00:00,Relatable
CM013931,C02206,I have been struggling with the same thing for months.,2026-02-06 07:00:00,Relatable
CM013932,C00009,This is painfully accurate but helpful.,2026-07-20 08:00:00,Neutral
CM013933,C04602,Interesting perspective.,2026-07-20 23:00:00,Neutral
CM013934,C00624,How long is the full video?,2026-02-09 00:00:00,Neutral
CM013935,C02416,Finally someone put this feeling into words.,2026-01-10 14:00:00,Relatable
CM013936,C02101,Finally someone put this feeling into words.,2026-01-27 20:00:00,Relatable
CM013937,C02231,How long is the full video?,2026-04-12 18:00:00,Neutral
CM013938,C03869,Nice explanation.,2026-04-05 04:00:00,Neutral
CM013939,C01472,I had not thought about it this way.,2026-08-17 09:00:00,Neutral
CM013940,C03018,Nice explanation.,2026-05-06 18:00:00,Neutral
CM013941,C01283,I have been struggling with the same thing for months.,2026-08-29 15:00:00,Relatable
CM013942,C00541,You described my situation perfectly.,2026-05-30 23:00:00,Relatable
CM013943,C03105,This topic is worth discussing.,2026-08-28 08:00:00,Neutral
CM013944,C01265,"This is so relatable, thank you for saying it.",2026-02-27 03:00:00,Relatable
CM013945,C01286,This made me feel understood.,2026-06-29 10:00:00,Relatable
